gal,R[kpc],Vrot[km/s],e_Vrot[km/s],hi_l08(Msun/pc^2),hi_err_l08(Msun/pc^2),h2_f16_at_rl08(Msun/pc^2),h2_err_f16_at_rl08(Msun/pc^2),sfrd_l08(1e-4*Msun/yr/kpc^2),sfrd_err_l08(1e-4*Msun/yr/kpc^2)
NGC2841,30.967,288.962,19.821,2.0364925362810924,0.1018246268140546,0.002584061878213801,0.0008156755228819997,,
NGC2841,31.377,294.098,12.16,2.0364925362810924,0.1018246268140546,0.002584061878213801,0.0008156755228819997,,
NGC2841,31.788,289.502,18.336,2.0364925362810924,0.1018246268140546,0.002584061878213801,0.0008156755228819997,,
NGC2841,32.198,290.965,15.4045,2.0364925362810924,0.1018246268140546,0.002584061878213801,0.0008156755228819997,,
NGC2841,32.608000000000004,287.015,11.8915,2.0364925362810924,0.1018246268140546,0.002584061878213801,0.0008156755228819997,,
NGC2841,33.018,291.307,10.0315,2.0364925362810924,0.1018246268140546,0.002584061878213801,0.0008156755228819997,,
NGC2841,33.428000000000004,291.899,7.92,2.0364925362810924,0.1018246268140546,0.002584061878213801,0.0008156755228819997,,
NGC2841,33.838,291.86400000000003,8.4075,2.0364925362810924,0.1018246268140546,0.002584061878213801,0.0008156755228819997,,
NGC2841,34.249,290.132,10.484,2.0364925362810924,0.1018246268140546,0.002584061878213801,0.0008156755228819997,,
NGC2841,34.659,284.753,11.073,2.0364925362810924,0.1018246268140546,0.002584061878213801,0.0008156755228819997,,
NGC2841,35.069,283.783,9.9035,2.0364925362810924,0.1018246268140546,0.002584061878213801,0.0008156755228819997,,
NGC2841,35.479,282.226,10.076,2.0364925362810924,0.1018246268140546,0.002584061878213801,0.0008156755228819997,,
NGC2841,35.889,283.087,8.6225,2.0364925362810924,0.1018246268140546,0.002584061878213801,0.0008156755228819997,,
NGC2841,36.299,284.079,6.9685000000000015,2.0364925362810924,0.1018246268140546,0.002584061878213801,0.0008156755228819997,,
NGC2841,36.71,282.687,6.745,2.0364925362810924,0.1018246268140546,0.002584061878213801,0.0008156755228819997,,
NGC2841,37.12,282.35400000000004,7.352,2.0364925362810924,0.1018246268140546,0.002584061878213801,0.0008156755228819997,,
NGC2841,37.53,280.161,6.912000000000001,2.0364925362810924,0.1018246268140546,0.002584061878213801,0.0008156755228819997,,
NGC2841,37.94,278.24,7.958999999999999,2.0364925362810924,0.1018246268140546,0.002584061878213801,0.0008156755228819997,,
NGC2841,38.35,277.695,9.385,2.0364925362810924,0.1018246268140546,0.002584061878213801,0.0008156755228819997,,
NGC2841,38.76,281.831,11.6875,2.0364925362810924,0.1018246268140546,0.002584061878213801,0.0008156755228819997,,
NGC2841,39.171,280.223,11.6985,2.0364925362810924,0.1018246268140546,0.002584061878213801,0.0008156755228819997,,
NGC2841,39.581,279.748,11.9815,2.0364925362810924,0.1018246268140546,0.002584061878213801,0.0008156755228819997,,
NGC2841,39.991,281.106,18.1025,2.0364925362810924,0.1018246268140546,0.002584061878213801,0.0008156755228819997,,
NGC2841,40.401,285.732,18.733,2.0364925362810924,0.1018246268140546,0.002584061878213801,0.0008156755228819997,,
NGC2841,40.811,283.855,18.8365,2.0364925362810924,0.1018246268140546,0.002584061878213801,0.0008156755228819997,,
NGC2841,41.221,285.23400000000004,27.834,2.0364925362810924,0.1018246268140546,0.002584061878213801,0.0008156755228819997,,
NGC2841,41.632,288.47,27.7975,2.0364925362810924,0.1018246268140546,0.002584061878213801,0.0008156755228819997,,
